COMPANY,EXPERIENCE,LOCATION,TITLE,SALARY,SKILLS
Neilsoft Limited,8 - 10 yrs,Noida,Data Scientist,2492140,AWS
Elshaddai Global Solutions,8 - 10 yrs,Delhi,Data Scientist,1954365,SQL
Seven Consultancy,8 - 10 yrs,Bengaluru,Data Scientist,1646448,GCP
Trafigura Global services,8 - 10 yrs,Noida,Data Scientist,2823870,GCP
Block Stack Private Limited,8 - 10 yrs,Delhi,Data Scientist,2949804,SQL
Diverse Lynx,8 - 10 yrs,Gurgaon,Data Scientist,2005242,Python
Diverse Lynx,8 - 10 yrs,Noida,Data Scientist,2447987,AWS
"Creative Capsule, LLC",8 - 10 yrs,Noida,Data Scientist,2716642,PowerBI
NATHAN ARK SOFTWARE PVT. LTD.,8 - 10 yrs,Delhi,Data Scientist,1867594,GCP
Nihilent,8 - 10 yrs,Delhi,Data Scientist,2453247,AWS
Intellicus Technologies,8 - 10 yrs,Delhi,Data Scientist,2707337,AWS
Clairvoyant India Pvt. Ltd,8 - 10 yrs,Delhi,Data Scientist,2489769,GCP
Infoblox,8 - 10 yrs,Delhi,Data Scientist,2423023,GCP
Tech Firefly,8 - 10 yrs,Noida,Data Scientist,1626976,GCP
ATYETI,8 - 10 yrs,Noida,Data Scientist,2692183,GCP
Aideexpert Advisory,8 - 10 yrs,Delhi,Data Scientist,2470910,GCP
"Key Management Group, Inc.",8 - 10 yrs,Delhi,Data Scientist,2143299,GCP
Clarivate,8 - 10 yrs,Delhi,Data Scientist,2534326,AWS
Star Dental Centre Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,2694069,GCP
ConsultBae,8 - 10 yrs,Delhi,Data Scientist,2120655,SQL
Adita Solutions Inc.,8 - 10 yrs,Bengaluru,Data Scientist,1727533,AWS
Clarivate,8 - 10 yrs,Delhi,Data Scientist,2231902,AWS
Clarivate,8 - 10 yrs,Delhi,Data Scientist,1691889,GCP
O2H Management Services,8 - 10 yrs,Delhi,Data Scientist,2799713,AWS
idfc first bank,8 - 10 yrs,Noida,Data Scientist,2445679,GCP
Hexanika,8 - 10 yrs,Noida,Data Scientist,1973786,SQL
ShaktiSoft Projects,8 - 10 yrs,Noida,Data Scientist,2973238,SQL
Solwin Infotech,8 - 10 yrs,Noida,Data Scientist,2159990,GCP
CENTURYSOFT PVT LTD,8 - 10 yrs,Delhi,Data Scientist,2135247,SQL
LogicPlum,8 - 10 yrs,Delhi,Data Scientist,1683284,GCP
Sterling Check,8 - 10 yrs,Delhi,Data Scientist,1640899,Python
Epiqsystems India Private Limited,8 - 10 yrs,Delhi,Data Scientist,2393373,SQL
Epiqsystems India Private Limited,8 - 10 yrs,Delhi,Data Scientist,2750354,GCP
"Epiq Systems, Inc.",8 - 10 yrs,Gurgaon,Data Scientist,2275613,Python
Helical IT Solutions Pvt. Ltd.,8 - 10 yrs,Noida,Data Scientist,2610594,GCP
IntegriChain,8 - 10 yrs,Delhi,Data Scientist,2980579,GCP
Collabera Services Private Limited,8 - 10 yrs,Delhi,Data Scientist,1954233,Python
CVM Solutions,8 - 10 yrs,Bengaluru,Data Scientist,1973311,Python
ARISE SOFTWARE SOLUTIONS,8 - 10 yrs,Noida,Data Scientist,2701331,GCP
Meritus Intelytics Private Limited,8 - 10 yrs,Delhi,Data Scientist,2892617,AWS
Epiqsystems India Private Limited,8 - 10 yrs,Noida,Data Scientist,2511860,Python
Logitech G,8 - 10 yrs,Delhi,Data Scientist,2537268,SQL
Logitech G,8 - 10 yrs,Delhi,Data Scientist,2535159,R
Advance Auto Parts,8 - 10 yrs,Noida,Data Scientist,1837671,Python
Luxoft,8 - 10 yrs,Delhi,Data Scientist,2497445,SQL
Kriscent Techno Hub,8 - 10 yrs,Noida,Data Scientist,1890151,AWS
Skillsoft,8 - 10 yrs,Gurgaon,Data Scientist,1786083,GCP
Trafigura Global services,8 - 10 yrs,Kanpur,Data Scientist,1658857,GCP
idfc first bank,8 - 10 yrs,Gurgaon,Data Scientist,2460389,GCP
Zones Corporate Solutions,8 - 10 yrs,Ahemdabad,Data Scientist,2039846,SQL
idfc first bank,8 - 10 yrs,Delhi,Data Scientist,1963690,Python
Caribou Media,8 - 10 yrs,Delhi,Data Scientist,2408167,SQL
Shell,8 - 10 yrs,Gurgaon,Data Scientist,2434343,R
Gallagher,8 - 10 yrs,Gurgaon,Data Scientist,2113413,SQL
Bharat Serums and Vaccines Limited,8 - 10 yrs,Delhi,Data Scientist,2237132,GCP
Webuters Technologies Pvt Ltd,8 - 10 yrs,Noida,Data Scientist,2309399,SQL
Han River Technology Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,2435925,GCP
Guardian,8 - 10 yrs,Noida,Data Scientist,1805936,SQL
AdviserLogic,8 - 10 yrs,Noida,Data Scientist,1671207,Excel
OX SoftwareS Private Limited,8 - 10 yrs,Delhi,Data Scientist,2700544,GCP
Job Point HR & Training Consultants,8 - 10 yrs,Delhi,Data Scientist,1790570,PowerBI
kk consulting services,8 - 10 yrs,Gurgaon,Data Scientist,1650304,Python
SG Analytics Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,2337703,GCP
RGF Professional Recruitment,8 - 10 yrs,Delhi,Data Scientist,2039321,Python
Signify,8 - 10 yrs,Delhi,Data Scientist,2673753,GCP
M/s Gi Human Resources And Services Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,1780725,GCP
idfc first bank,8 - 10 yrs,Noida,Data Scientist,2306899,SQL
idfc first bank,8 - 10 yrs,Noida,Data Scientist,2770453,SQL
OPENACE LLC,8 - 10 yrs,Noida,Data Scientist,2269708,SQL
Synergy Technology Services Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,2054818,SQL
Symmetrical Global Search Pvt Ltd,8 - 10 yrs,Noida,Data Scientist,2954482,GCP
Accord Infosystems,8 - 10 yrs,Bengaluru,Data Scientist,2918061,GCP
Nickelfox Technologies Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,2526835,Python
Trafigura Global services,8 - 10 yrs,Ghaziabad,Data Scientist,2506879,SQL
RKSV,8 - 10 yrs,Delhi,Data Scientist,2625903,SQL
Smartanalyst India Pvt Ltd,8 - 10 yrs,Gurgaon,Data Scientist,1882973,SAS
Team4Progress,8 - 10 yrs,Delhi,Data Scientist,1633154,GCP
BLOOM TALENTS PRIVATE LIMITED,8 - 10 yrs,Delhi,Data Scientist,2501544,GCP
Workday,8 - 10 yrs,Noida,Data Scientist,2693650,SQL
Smart4talent,8 - 10 yrs,Delhi,Data Scientist,2564481,SQL
Asconsoftech,8 - 10 yrs,Bengaluru,Data Scientist,2479601,GCP
Konnect Consultancy,8 - 10 yrs,Noida,Data Scientist,2632117,GCP
INI Consulting (P) Ltd.,8 - 10 yrs,Delhi,Data Scientist,2369178,SAS
Konnect Consultancy,8 - 10 yrs,Gurgaon,Data Scientist,2209280,Oracle
Clarivate,8 - 10 yrs,Delhi,Data Scientist,2782914,Python
MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,8 - 10 yrs,Gurgaon,Data Scientist,2021975,SQL
AdviserLogic,8 - 10 yrs,Noida,Data Scientist,1886579,Excel
Microland,8 - 10 yrs,Delhi,Data Scientist,2830347,GCP
IntegriChain,8 - 10 yrs,Delhi,Data Scientist,2466971,GCP
AdviserLogic,8 - 10 yrs,Delhi,Data Scientist,2881676,AWS
BUZZBOARD INC,8 - 10 yrs,Gurgaon,Data Scientist,2252254,Python
jobpoint india,8 - 10 yrs,Delhi,Data Scientist,2123854,PowerBI
idfc first bank,8 - 10 yrs,Gurgaon,Data Scientist,1889737,Oracle
Jaipur Mart,8 - 10 yrs,Noida,Data Scientist,2204823,Python
Novartis Healthcare,8 - 10 yrs,Delhi,Data Scientist,1932151,SQL
Boston Scientific,8 - 10 yrs,Delhi,Data Scientist,1648071,Excel
ScaleTech,8 - 10 yrs,Noida,Data Scientist,1805083,GCP
Magika Smartech,8 - 10 yrs,Delhi,Data Scientist,2227019,GCP
AugmatrixGo,8 - 10 yrs,Delhi,Data Scientist,2673723,GCP
InI Consulting Pvt. Ltd.,8 - 10 yrs,Gurgaon,Data Scientist,1649820,SQL
InI Consulting Pvt. Ltd.,8 - 10 yrs,Noida,Data Scientist,1606748,SQL
sigma software,8 - 10 yrs,Noida,Data Scientist,1836014,GCP
"SAGE IT, INC",8 - 10 yrs,Delhi,Data Scientist,2996446,GCP
Sahasya Global Solutions,8 - 10 yrs,Delhi,Data Scientist,1817718,GCP
Corning Technologies,8 - 10 yrs,Noida,Data Scientist,1816109,Python
NetCreativeMind Solutions Private Limited,8 - 10 yrs,Delhi,Data Scientist,2181787,AWS
Weatherford (CPS) DPS India,8 - 10 yrs,Gurgaon,Data Scientist,1889531,AWS
Axslogic On Demand Services Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,2701574,SQL
iFAST Financial India Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,1906159,AWS
Bloom Energy India Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,1899687,R
MINDBODY,8 - 10 yrs,Delhi,Data Scientist,2368896,GCP
Corning Technologies,8 - 10 yrs,Delhi,Data Scientist,2793197,SQL
Wipro,8 - 10 yrs,Delhi,Data Scientist,2420567,AWS
EY,8 - 10 yrs,Noida,Data Scientist,2515877,SQL
E&Y,8 - 10 yrs,Gurgaon,Data Scientist,2561137,AWS
Genpact,8 - 10 yrs,Noida,Data Scientist,2023818,GCP
Genpact,8 - 10 yrs,Delhi,Data Scientist,2180235,GCP
Paytm,8 - 10 yrs,Delhi,Data Scientist,1871475,GCP
EXL,8 - 10 yrs,Delhi,Data Scientist,2554691,R
E&Y,8 - 10 yrs,Noida,Data Scientist,2373935,GCP
Schneider Electric,8 - 10 yrs,Delhi,Data Scientist,2037751,GCP
EXL,8 - 10 yrs,Noida,Data Scientist,1847625,GCP
IHS Markit,8 - 10 yrs,Gurgaon,Data Scientist,2581711,SQL
Meesho,8 - 10 yrs,Delhi,Data Scientist,2099094,GCP
Wipro,8 - 10 yrs,Delhi,Data Scientist,2441292,SQL
KPMG,8 - 10 yrs,Noida,Data Scientist,2420131,Excel
Kantar Analytics Practice,8 - 10 yrs,Gurgaon,Data Scientist,2928432,GCP
PwC,8 - 10 yrs,Mumbai,Data Scientist,2143089,PowerBI
PwC,8 - 10 yrs,Delhi,Data Scientist,2729776,SQL
Accenture,8 - 10 yrs,Delhi,Data Scientist,2116345,GCP
Accenture,8 - 10 yrs,Noida,Data Scientist,1847648,AWS
Accenture,8 - 10 yrs,Noida,Data Scientist,2453800,GCP
Jumbotail Technologies,8 - 10 yrs,Delhi,Data Scientist,1670645,AWS
Morgan Stanley,8 - 10 yrs,Delhi,Data Scientist,1712687,GCP
Accenture,8 - 10 yrs,Gurgaon,Data Scientist,2412137,Oracle
Accenture,8 - 10 yrs,Noida,Data Scientist,2147395,GCP
Uber,8 - 10 yrs,Gurgaon,Data Scientist,2196709,GCP
Swiggy,8 - 10 yrs,Delhi,Data Scientist,1835699,GCP
Accenture,8 - 10 yrs,Noida,Data Scientist,2366501,GCP
Zetwerk Manufacturing Businesses,8 - 10 yrs,Delhi,Data Scientist,2047252,Python
Accenture,8 - 10 yrs,Delhi,Data Scientist,1995592,GCP
Flipkart,8 - 10 yrs,Noida,Data Scientist,2714241,GCP
Meesho,8 - 10 yrs,Noida,Data Scientist,2580268,GCP
Meesho,8 - 10 yrs,Faridabad,Data Scientist,2097498,Python
Meesho,8 - 10 yrs,Noida,Data Scientist,2342785,SAS
Swiggy,8 - 10 yrs,Noida,Data Scientist,2554568,GCP
Accenture,8 - 10 yrs,Noida,Data Scientist,2532316,SQL
Accenture,8 - 10 yrs,Bengaluru,Data Scientist,2496747,SQL
Meesho,8 - 10 yrs,Noida,Data Scientist,2853918,Python
DXC Technology,8 - 10 yrs,Noida,Data Scientist,1826505,GCP
Accenture,8 - 10 yrs,Patna,Data Scientist,2875482,SQL
Deutsche Bank,8 - 10 yrs,Noida,Data Scientist,2919944,SQL
Credit Suisse,8 - 10 yrs,Gurgaon,Data Scientist,2017908,SQL
Uber,8 - 10 yrs,Bengaluru,Data Scientist,2884265,GCP
Uber,8 - 10 yrs,Noida,Data Scientist,2087911,GCP
Freshdesk,8 - 10 yrs,Gurgaon,Data Scientist,1975506,GCP
Accenture,8 - 10 yrs,Gurgaon,Data Scientist,2595220,SQL
Accenture,8 - 10 yrs,Noida,Data Scientist,1946299,R
Accenture,8 - 10 yrs,Gurgaon,Data Scientist,2949699,Python
Uber,8 - 10 yrs,Noida,Data Scientist,1613801,R
Genpact,8 - 10 yrs,Delhi,Data Scientist,1872354,Python
SmallDay IT Services Pvt. Ltd.,8 - 10 yrs,Gurgaon,Data Scientist,2458933,GCP
Accenture,8 - 10 yrs,Delhi,Data Scientist,2640303,GCP
Narayana Health,8 - 10 yrs,Noida,Data Scientist,2519857,GCP
Walmart,8 - 10 yrs,Delhi,Data Scientist,1828530,Python
Accenture,8 - 10 yrs,Delhi,Data Scientist,1717761,SQL
Accenture,8 - 10 yrs,Noida,Data Scientist,2021799,GCP
Novo Nordisk India,8 - 10 yrs,Noida,Data Scientist,2936538,GCP
QuEST Global,8 - 10 yrs,Gurgaon,Data Scientist,1921981,Tableau
Vmware,8 - 10 yrs,Delhi,Data Scientist,2662528,GCP
Philips,8 - 10 yrs,Delhi,Data Scientist,1638123,Python
Visa,8 - 10 yrs,Delhi,Data Scientist,2304326,SAS
Mindtree,8 - 10 yrs,Noida,Data Scientist,2901540,GCP
Genpact,8 - 10 yrs,Delhi,Data Scientist,2717886,GCP
Oracle,8 - 10 yrs,Noida,Data Scientist,1848010,SQL
Accenture,8 - 10 yrs,Noida,Data Scientist,2620887,SQL
Dell Technologies,8 - 10 yrs,Delhi,Data Scientist,2661785,SQL
IBM,8 - 10 yrs,Bengaluru,Data Scientist,2917005,GCP
Accenture,8 - 10 yrs,Gurgaon,Data Scientist,2615754,GCP
IBM,8 - 10 yrs,Noida,Data Scientist,2837192,SQL
Accenture,8 - 10 yrs,Delhi,Data Scientist,2097256,AWS
IBM,8 - 10 yrs,Delhi,Data Scientist,2438551,GCP
Oracle,8 - 10 yrs,Noida,Data Scientist,2932843,Excel
PwC,8 - 10 yrs,Delhi,Data Scientist,2477402,GCP
Snaphunt,8 - 10 yrs,Delhi,Data Scientist,2620878,GCP
Juniper Networks,8 - 10 yrs,Noida,Data Scientist,1819302,AWS
AVENIR TECHNOLOGIES & SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Noida,Data Scientist,2618711,AWS
PayPal,8 - 10 yrs,Gurgaon,Data Scientist,1694475,GCP
Xoriant,8 - 10 yrs,Noida,Data Scientist,1791617,SQL
Philips,8 - 10 yrs,Delhi,Data Scientist,2075378,SQL
Wipro,8 - 10 yrs,Delhi,Data Scientist,1794412,GCP
Mu Sigma,8 - 10 yrs,Delhi,Data Scientist,1760186,SQL
Mu Sigma,8 - 10 yrs,Noida,Data Scientist,2402883,SQL
Intuit Inc.,8 - 10 yrs,Delhi,Data Scientist,2689588,AWS
Cyient,8 - 10 yrs,Noida,Data Scientist,2077848,GCP
Philips,8 - 10 yrs,Delhi,Data Scientist,2944113,SQL
Quickxpert infotech,8 - 10 yrs,Gurgaon,Data Scientist,2920395,Python
Innvonix Technologies LLP,8 - 10 yrs,Gurgaon,Data Scientist,1920563,GCP
Tagline Infotech,8 - 10 yrs,Chennai,Data Scientist,2618342,AWS
Quickxpert infotech,8 - 10 yrs,Delhi,Data Scientist,1770523,GCP
Innvonix Technologies LLP,8 - 10 yrs,Noida,Data Scientist,2000209,GCP
Sibia Analytics,8 - 10 yrs,Gurgaon,Data Scientist,2181826,Python
Appscrip,8 - 10 yrs,Noida,Data Scientist,2092826,GCP
HUSYS CONSULTING LIMITED,8 - 10 yrs,Noida,Data Scientist,1976998,GCP
Cyient,8 - 10 yrs,Noida,Data Scientist,1995390,GCP
Nex-G Exuberant Solutions Pvt. Ltd.,8 - 10 yrs,Jaipur,Data Scientist,1876548,SQL
TalentStack,8 - 10 yrs,Bengaluru,Data Scientist,2843964,PowerBI
Macquarie Group,8 - 10 yrs,Delhi,Data Scientist,2943218,GCP
AdviserLogic,8 - 10 yrs,Noida,Data Scientist,2616540,SQL
Waste Management,8 - 10 yrs,Delhi,Data Scientist,2814354,GCP
GD Research Center Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,1973102,SQL
Waste Management,8 - 10 yrs,Delhi,Data Scientist,2006042,GCP
Course5i intelligence pvt ltd,8 - 10 yrs,Gurgaon,Data Scientist,2743840,PowerBI
eClerx,8 - 10 yrs,Patna,Data Scientist,2660851,Excel
eClerx,8 - 10 yrs,Delhi,Data Scientist,2364319,GCP
Splash M,8 - 10 yrs,Bengaluru,Data Scientist,2181915,AWS
"Fanatics, Inc.",8 - 10 yrs,Noida,Data Scientist,2051374,GCP
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,8 - 10 yrs,Gurgaon,Data Scientist,1665879,AWS
Thoucentric,8 - 10 yrs,Gurgaon,Data Scientist,1833881,SQL
Baker Hughes,8 - 10 yrs,Noida,Data Scientist,1955050,Python
Ramboll,8 - 10 yrs,Noida,Data Scientist,1985707,AWS
Baker Hughes,8 - 10 yrs,Delhi,Data Scientist,2183036,SQL
Baker Hughes,8 - 10 yrs,Delhi,Data Scientist,2589545,SQL
Baker Hughes,8 - 10 yrs,Noida,Data Scientist,1679329,AWS
Baker Hughes,8 - 10 yrs,Noida,Data Scientist,2189989,GCP
Baker Hughes,8 - 10 yrs,Delhi,Data Scientist,2453108,Python
Baker Hughes,8 - 10 yrs,Gurgaon,Data Scientist,2155777,GCP
Baker Hughes,8 - 10 yrs,Delhi,Data Scientist,1757677,AWS
Altimax Business Solutions,8 - 10 yrs,Mumbai,Data Scientist,2090088,PowerBI
General Mills,8 - 10 yrs,Noida,Data Scientist,2926364,GCP
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,8 - 10 yrs,Delhi,Data Scientist,2159434,SQL
Deutsche Bank,8 - 10 yrs,Noida,Data Scientist,2534587,SQL
Clarivate,8 - 10 yrs,Bengaluru,Data Scientist,1708001,SQL
Nike India,8 - 10 yrs,Gurgaon,Data Scientist,2512085,Python
Nike India,8 - 10 yrs,Noida,Data Scientist,2725937,Excel
Chegg,8 - 10 yrs,Noida,Data Scientist,2272623,SQL
Chegg,8 - 10 yrs,Gurgaon,Data Scientist,2385502,Python
Accenture,8 - 10 yrs,Delhi,Data Scientist,2186287,SAS
SALESFORCE,8 - 10 yrs,Bengaluru,Data Scientist,1702844,Python
Nike India,8 - 10 yrs,Ghaziabad,Data Scientist,2658628,SAS
Flex by Finaxar,8 - 10 yrs,Jaipur,Data Scientist,2453717,PowerBI
Firstsource Solutions Ltd,8 - 10 yrs,Delhi,Data Scientist,2838879,SAS
Vision Beyond Resources India Private Limited,8 - 10 yrs,Faridabad,Data Scientist,2728691,GCP
Chegg,8 - 10 yrs,Noida,Data Scientist,2921652,SAS
idfc first bank,8 - 10 yrs,Delhi,Data Scientist,2586370,Python
Groupon,8 - 10 yrs,Delhi,Data Scientist,2678508,GCP
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Noida,Data Scientist,2476913,GCP
Siemens,8 - 10 yrs,Ghaziabad,Data Scientist,2603889,GCP
SALESFORCE,8 - 10 yrs,Noida,Data Scientist,2196278,GCP
MindTickle,8 - 10 yrs,Noida,Data Scientist,2775674,Azure
Accenture,8 - 10 yrs,Gurgaon,Data Scientist,1758411,Azure
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Noida,Data Scientist,2514919,Azure
Dell Technologies,8 - 10 yrs,Delhi,Data Scientist,1771918,Python
EA Games (Electronic Arts),8 - 10 yrs,Delhi,Data Scientist,2057209,GCP
Morgan Stanley,8 - 10 yrs,Delhi,Data Scientist,2658198,Excel
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,2888846,Azure
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Hyderabad,Data Scientist,2090486,GCP
Pitney Bowes India Pvt Ltd,8 - 10 yrs,Gurgaon,Data Scientist,2833466,AWS
CSS Corp,8 - 10 yrs,Gurgaon,Data Scientist,2191460,Python
cliqhr.com,8 - 10 yrs,Noida,Data Scientist,2403287,Azure
cliqhr.com,8 - 10 yrs,Delhi,Data Scientist,2094686,AWS
HRDevi Talent Acquisition,8 - 10 yrs,Ghaziabad,Data Scientist,1771344,Azure
BasilRoot,8 - 10 yrs,Noida,Data Scientist,1824780,TensorFlow
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Gurgaon,Data Scientist,2820242,Python
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,1630905,GCP
Serving Skill,8 - 10 yrs,Delhi,Data Scientist,2515887,Python
Career Infosystem,8 - 10 yrs,Noida,Data Scientist,2451283,TensorFlow
IMPACT HR Services Pvt. Ltd.,8 - 10 yrs,Gurgaon,Data Scientist,2170746,TensorFlow
Ingenuity Inc,8 - 10 yrs,Delhi,Data Scientist,2607434,GCP
Rainbow hr consulting,8 - 10 yrs,Noida,Data Scientist,1766987,Python
Serving Skill,8 - 10 yrs,Noida,Data Scientist,2329512,TensorFlow
HR Bees Consultants,8 - 10 yrs,#NAME?,Data Scientist,1879432,TensorFlow
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Delhi,Data Scientist,1601183,GCP
Benchire,8 - 10 yrs,Delhi,Data Scientist,2204247,TensorFlow
Primo Hiring,8 - 10 yrs,Delhi,Data Scientist,1983896,AWS
Spark consultancy,8 - 10 yrs,Noida,Data Scientist,1888145,AWS
Dimensions HRD Consultants,8 - 10 yrs,Delhi,Data Scientist,2024757,GCP
TalentCo Search Pvt Ltd,8 - 10 yrs,Bengaluru,Data Scientist,1923183,TensorFlow
Infoz Software Solution,8 - 10 yrs,Delhi,Data Scientist,2896241,Python
Sopra Steria,8 - 10 yrs,Delhi,Data Scientist,2855360,TensorFlow
Kelly Outsourcing and Consulting Group India Priv ate Limited,8 - 10 yrs,Delhi,Data Scientist,2238007,TensorFlow
FICO,8 - 10 yrs,Noida,Data Scientist,1718842,GCP
ValueLabs,8 - 10 yrs,Gurgaon,Data Scientist,2554360,PowerBI
Persistent,8 - 10 yrs,Gurgaon,Data Scientist,1928465,TensorFlow
BNY Mellon,8 - 10 yrs,Gurgaon,Data Scientist,2179261,TensorFlow
MOTHERSONSUMI INFOTECH DESIGNS LIMITED,8 - 10 yrs,Delhi,Data Scientist,2238185,GCP
BNY Mellon,8 - 10 yrs,Gurgaon,Data Scientist,2393679,AWS
BNY Mellon,8 - 10 yrs,Noida,Data Scientist,2159124,GCP
BNY Mellon,8 - 10 yrs,Noida,Data Scientist,2383451,AWS
BNY Mellon,8 - 10 yrs,Delhi,Data Scientist,2087065,TensorFlow
BNY Mellon,8 - 10 yrs,Delhi,Data Scientist,1974074,TensorFlow
Confidential,8 - 10 yrs,Delhi,Data Scientist,2895797,GCP
Confidential,8 - 10 yrs,Delhi,Data Scientist,2936315,GCP
Ziphertech,8 - 10 yrs,Gurgaon,Data Scientist,2943110,Tableau
Talent Leads HR Solutions Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,1680407,Python
Audax Labs,8 - 10 yrs,Gurgaon,Data Scientist,2380781,TensorFlow
Big Data BizViz,8 - 10 yrs,Delhi,Data Scientist,1794683,GCP
Microsoft,8 - 10 yrs,Delhi,Data Scientist,1908827,PowerBI
TALENT500 TECH (INDIA) PRIVATE LIMITED,8 - 10 yrs,Delhi,Data Scientist,2324647,Python
Big Data BizViz (BizViz Technologies Pvt. Ltd),8 - 10 yrs,Noida,Data Scientist,2757395,TensorFlow
RKSV,8 - 10 yrs,Noida,Data Scientist,2189104,TensorFlow
First Source Advisors Pvt Ltd,8 - 10 yrs,Delhi,Data Scientist,2902426,TensorFlow
Observe.AI,8 - 10 yrs,Delhi,Data Scientist,1801706,TensorFlow
Benchire,8 - 10 yrs,Noida,Data Scientist,2886475,R
Benchire,8 - 10 yrs,Faridabad,Data Scientist,1892491,TensorFlow
Walmart,8 - 10 yrs,Delhi,Data Scientist,1603884,AWS
Syncron International AB,8 - 10 yrs,Noida,Data Scientist,2742525,Excel
RKSV,8 - 10 yrs,Gurgaon,Data Scientist,2112838,TensorFlow
RKSV,8 - 10 yrs,Delhi,Data Scientist,2574586,TensorFlow
Pixxel,8 - 10 yrs,Gurgaon,Data Scientist,2678452,TensorFlow
RUMANGO SOFTWARE AND CONSULTING SERVICES PRIVATE L IMITED,8 - 10 yrs,Delhi,Data Scientist,2648775,Python
ORMAE (Operations Research Machine learning & Analytics Experts LLP),8 - 10 yrs,Gurgaon,Data Scientist,2103742,Python
jupiter,8 - 10 yrs,Delhi,Data Scientist,2109562,GCP
jupiter,8 - 10 yrs,Delhi,Data Scientist,2798834,GCP
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,8 - 10 yrs,Gurgaon,Data Scientist,2278362,TensorFlow
Xpheno,8 - 10 yrs,Delhi,Data Scientist,1993101,GCP
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,8 - 10 yrs,Delhi,Data Scientist,2336585,GCP
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,8 - 10 yrs,Ghaziabad,Data Scientist,1684088,GCP
Observe.AI,8 - 10 yrs,Delhi,Data Scientist,1737925,AWS
Zebra Technologies India Pvt Ltd,8 - 10 yrs,Gurgaon,Data Scientist,2628007,TensorFlow
Multi Recruit,8 - 10 yrs,Delhi,Data Scientist,2507448,TensorFlow
KredX India,8 - 10 yrs,Noida,Data Scientist,1916725,GCP
NeenOpal Intelligent Solutions Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,2783285,GCP
TeamPlus Staffing Solution Pvt Ltd,8 - 10 yrs,Noida,Data Scientist,2410923,R
Intelia,8 - 10 yrs,Delhi,Data Scientist,1883616,Python
Observe.AI,8 - 10 yrs,Noida,Data Scientist,1738595,Python
Jupiter.money,8 - 10 yrs,Gurgaon,Data Scientist,1607453,GCP
Jupiter.money,8 - 10 yrs,Gurgaon,Data Scientist,1846693,Oracle
Microsoft,8 - 10 yrs,Noida,Data Scientist,2338591,R
SKILLVENTORY,8 - 10 yrs,Noida,Data Scientist,2903033,Oracle
Micron Tech,8 - 10 yrs,Delhi,Data Scientist,1689853,TensorFlow
Quacquarelli Symonds,8 - 10 yrs,Delhi,Data Scientist,2555991,GCP
Sense Talent Labs,8 - 10 yrs,Gurgaon,Data Scientist,1895733,GCP
Microsoft,8 - 10 yrs,Delhi,Data Scientist,1659836,Excel
skypoint cloud,8 - 10 yrs,Noida,Data Scientist,2057345,Python
First Meridian Business Services Private Limited,8 - 10 yrs,Ghaziabad,Data Scientist,1601767,GCP
EXL,8 - 10 yrs,Noida,Data Scientist,2892765,GCP
Target,8 - 10 yrs,Gurgaon,Data Scientist,1897426,AWS
RGF Professional Recruitment,8 - 10 yrs,Delhi,Data Scientist,2285430,GCP
SA Tech Software (I) Pvt. Ltd.,8 - 10 yrs,Delhi,Data Scientist,2208596,Oracle
SecureWorks,8 - 10 yrs,Noida,Data Scientist,2665365,TensorFlow
Shell,8 - 10 yrs,Delhi,Data Scientist,2276687,Python
Acuvate Software,8 - 10 yrs,Noida,Data Scientist,2679807,R
Databricks,8 - 10 yrs,Gurgaon,Data Scientist,2145017,GCP
Servian,8 - 10 yrs,Noida,Data Scientist,1716690,TensorFlow
TALENT500 TECH (INDIA) PRIVATE LIMITED,8 - 10 yrs,Noida,Data Scientist,2224405,TensorFlow
Target,8 - 10 yrs,Delhi,Data Scientist,1623534,TensorFlow
